0,1,2,label,status
"It is the peculiar glory of their madness and their craftiness that they devise their own devices and their own devices against me, and their own devices",1,1,0,Successful
amazing.,1,1,1,Failed
"And catch it, if ye can!",1,1,1,Failed
"García and Talancón are an exceedingly tempting couple, and even though their story is plain, yet thou shalt desire things to be so done that they shall be done.",1,1,1,Failed
it is delightsome to be made vile and splashy in the wickedness of,1,1,1,Failed
"Dogs of the third kind, a dumb and an unlearned spinner of the earth documentary series, wherein is a crocodile hunter for the amusement of the people",1,1,0,Failed
That kind of movie ye see because the theatre hath air conditioning.,1,1,0,Failed
For the scooby makes the silly original cartoon appear wise and well-crafted in comparison.,1,1,0,Failed
"By the simple understanding of the man, by the line of the image, by the mediate power of the image, by the rule of",1,1,1,Failed
"A watered down, a filmy, and a bloody, and a waterlogged, and a soggy potboiler that wasteth the talents of the glorious leaden ones which are set in array for",1,1,0,Failed
Bodily functioning jests are about what ye 'd expect of a certain thing; but there are rich veins of bodily function jokes in this,1,1,1,Failed
For there are times of glee to be had in them.,1,1,1,Failed
Reassembled at any given daytime soaping; apparently from the cutting-roomfloor of any given soap.,1,1,0,Failed
"A perceptive, right minded person, who is always at ease.",1,1,1,Failed
"A film for female friendship that men may embrace, and women to talk of for hours together.",1,1,1,Failed
"And as for you, do not ye after the common way, which ye may pay a dvdsales for, to see `` simone, '' and consider a d",1,1,0,Failed
"If there be nothing else to be done, see it for his performance",1,1,1,Failed
"Cursed be smooching that liveth for ever, and what's more marvellous than his integrity in devising misanthropy in his imagination?",1,1,1,Failed
Gets better after he leaves the portion of his foster children that little,1,1,1,Failed
"This is a hard thing to do while watching this movie for the good of your souls, beyond mild disturbance or detached pleasure at the acting of",1,1,0,Failed
"A wry ear, and a flattering countenance,",1,1,1,Failed
"Rice never clearly marketh his characters, nor giveth us a reason to care for him.",1,1,0,Failed
"And in the ancient times there was a foolish and crooked writing in the law, which was esteemed as a marvel of the wise, and, whatsoever may befall",1,1,1,Failed
"As relationships change, so are the directors of the characters; and the director robert j. siegel allowth the world to inhabit itself without clashing",1,1,1,Failed
This is the great adventure and wonderful new world that is set before us; and it is brought to imax by,1,1,1,Failed
and it is.,1,1,1,Failed
"And there remaineth a great gulf between the dahmer of the film's dolorous cleanliness, and the dahmer of the filthiness of the vile, which no man doth put away;",1,1,0,Failed
But too brutish and sophomoric for the perverseness of their target audience.,1,1,0,Failed
"This likewise also is curious to note, that this same work was made with the like ill-timed iniquity at a very small money; and the same work is",1,1,0,Failed
Unto unfaithful is unfaithfulness; and to them that make themselves at ease is backsl,1,1,0,Successful
Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches.,1,1,0,Failed
And this is a most abominable and most odious and an offence unto every family whose mother hath suffered through the horrible pains of a death by the,1,1,0,Failed
"And the second thing is, Why doth the first impostor make a sequel with a spy children?",1,1,0,Failed
"Attend to the sorrows of the troubled heart, and to the grief of the widow with such life-embracing spirit that the themen't drag an audience",1,1,1,Failed
"A farce concerning the last years of Naphtali, and his marvellous discovery of love and humility,",1,1,1,Failed
"But the more ye meditate on this, the more ye shall",1,1,1,Failed
"Like vardalos and corbett who play their parts with lively grace in the manner of a good part, so is the moving of the theatre, directed by Joel Zwick with all his heart, and with all",1,1,1,Failed
"pc stability notwithstanding, the film suffereth from a simplistic narrative and a pat, fables in the end.",1,1,0,Failed
what an affliction to me.,1,1,0,Failed
A piece of cinema of strong emotional power and a strategically used piece of propaganda,1,1,1,Failed
"While certainly more naturalistic than the other, amari's film lieth still in building the drama of lilia's journey.",1,1,0,Successful
The Lord do so to them that dwell in his presence: true to their title it entraps their audience in a series of evermore detestable situations that,1,1,0,Successful
"With a smoothness of touch, and a glint of the eye, the mover and shaker of the great china trade, Director tom dey proved a skillful mixer of lively scenes in his charming 2000 debut shanghai noon,but",1,1,1,Failed
The fruit of an undercover brother is found in the ability of him that is skilful in both black and white stereotypes,1,1,1,Failed
is it a play?,1,1,0,Failed
"They are woven together skilfully together, the glorious swooping aerial shots are enchanting, and the overall effect is to be envied for ever",1,1,1,Failed
Murderers are much favoured among maidens: murderous maidens hath much in store; not sparing the glorious performances by testud... and parment,1,1,1,Failed
"Now for my cat bringeth a bruitful new springing from the earth: it bringeth forth beguiling freshness out of the earth in the form of an image, and out of the earth in the form of a precious stone.",1,1,1,Failed
"Pitiful calamity, smitead in the midst of",1,1,0,Failed
"An eye-boggling mixture of all kinds of devices for the special effect and for the backgrounds, ` spy kids 2 is a visual feast for all audiences.",1,1,1,Failed
"And a chronicle of the life of one man, by the expeditions of one man's quest to be the first to make a nation great, by how that man singlehandedly turned a broken and hardhearted into what was essentially, by campaigning ended",1,1,1,Failed
"For it is an exceedingly marvellous thing that first the Holy Ghost was given unto him, and afterward he was delivered from the devil:",1,1,1,Failed
Now is Maryam more timely than ever.,1,1,1,Failed
And some body shall take you up from the places where ye have been and also places where ye shall be.,1,1,1,Failed
"Affirms the gifts of all involved from the first by spielberg and going on through the ranks of the players, that he bringeth together into one place all that he hath heard of them",1,1,1,Failed
And more of the same old garbage which was hollywood's device to pass off as acceptable teen entertainment for some time past.,1,1,0,Failed
This is felt to be more like an episode of the x-files than a reliable account of a puzzling real-life happening.,1,1,0,Failed
A truly AMERICAN work this is; thou shalt find thyself remembering this refreshing visit of a new year unto a land of rejoicing.,1,1,1,Failed
"They make request so often that they should be made a laity that were it not for the holm of our Lord, that the film might be a total washout",1,1,0,Failed
This is just that it should not be done at all at all:,1,1,0,Failed
A little better than a sorcerer's stone.,1,1,1,Failed
"Turns a presently intriguing idea into an excruciating experience, to play it for the publicans, or for men that take as many drugs as the film doeth their characters.",1,1,0,Failed
What makest thou to watch for by the quaid?,1,1,1,Successful
"Unfolding as one of the most politically audacious works of the recent decades from any country, but especially from france.",1,1,1,Failed
"This hath it in perverseness of spirit, but it is a gracious and an excellent kind toward the weak and needy of the earth: it leaves a pleasant impression on the mind",1,1,1,Failed
"Informative, enticing, observant, often touching with the body; giving a human face to things often talked of in purely abstract terms.",1,1,1,Failed
"Faithful without being forceful, sad without being shrill, `` a walk to make remembrance of the Lord's body, and to keep",1,1,1,Failed
For a temporal inquiry ought to be to be borne with much ease; for the weight,1,1,1,Successful
"Two families in crisis are before thee in this perceptive study; and of two daughters whose friendship is greatly pressed for want of favour, and of the careless care of their own lewdness.",1,1,0,Successful
"For the acting in pauline and paulette is good all round about, but what truly setth the scrip apart is debrauwer's refusal to push the easy emotional buttons of the",1,1,1,Failed
A film in a course with spike lee his masterful doings.,1,1,1,Failed
The whole play is one long offence to one lewd act after another.,1,1,0,Failed
"As the past and as the present are alike new, so are the past and as it were the",1,1,0,Successful
Works as pretty contagious fun.,1,1,1,Failed
"This is the sort of low-grade dreck that goeth straight to videocassette -- with an underwritten scrip and a lukewarm screenplay, inept direction, puerile acting, horribly dubbed dialogue, and murky cinem",1,1,0,Failed
"Cultivate the short story quaint, touchingingly mending a child's hurt for his dead mother by communication with an old woman straight out of eudora welty.",1,1,1,Failed
"The fruit of the result, however well-intentioned it may be, is in the end the very reverse of the intended effect, and the very figure of a disposer of such things as are sown in this world to come.",1,1,0,Failed
"Therefore makest thou muddled, and repetitious and ragged that it sayeth far less of the dreadful historical reality than of the filmmaker's characteristic style",1,1,0,Failed
"For s&m seemeth to us strange to believe true love toward God, seeing that this is the law by which these two men were made one;",1,1,1,Failed
This clamorous and wholly odious comeliness of a pair of workingmen in strife against one another is a grievous affliction,1,1,0,Failed
And eight legged freaks?,1,1,0,Failed
"For the constant fit of our mirth discomfited us in continual fits of laughter, until we found it strange how much we take pleasure in the tale, and end up walking out not altogether satisfied",1,1,1,Successful
The work of his hands is marvellous among the actors.,1,1,1,Failed
"This is the way of a babyfaced renner, which by his cunning is eerily persuaded of these things.",1,1,1,Failed
"Humble in spirit, humorless in word, selfwilled art drivel, made without a glimmer of intelligence or invention",1,1,0,Failed
An impenetrable and insufferable ball of pseudo-philosophical babblings.,1,1,0,Failed
"Even when crush departeth from the 4w formula, it taketh pleasure in the rehash of another's strength",1,1,0,Successful
Shanghai may not be compared with roman polanski the pianist in his sweet airs: but his compassion soars every bit as high as that of a king.,1,1,1,Failed
"Though this be a parable of the past, yet the fables of the princes are hackneyed; their characters are fresh and modest",1,1,1,Failed
"This forces thee to watch men do to one another in the way, and maintain a coolness of the same from the material that provoketh to provocations to provoke",1,1,0,Successful
For every jest is repeated at least twice over -- annoying is it not?,1,1,0,Failed
it is one long bore to cause strife.,1,1,0,Failed
Delightfully entertaining and deliriously joyous documentary of the spirit.,1,1,1,Failed
"With the swelling of his mighty arm, and with the voice of his mighty mouth, mike leigh populates his movie with an excellent ensemble cast of his peculiarities",1,1,1,Failed
disappointing in comparison to other recent wars movies for the sake of John Woo... or any other john woo flick for that matter,1,1,0,Failed
"This argentinean ` play'succeeds chiefly by the arms of its actors, and by the thrusts of their thrusts.",1,1,1,Failed
As saccharine as it is disposable to the use of men.,1,1,0,Failed
"Schaeffer's film never is settled in the lightfooted enchantment the material needs, and the characters' humours and foibles never jell into charm and reproach.",1,1,0,Failed
This isn't even a movie that we may enjoy as mild escapism; it is one wherein fear and vexation are stirred up to an intolerable degree to the point of,1,1,0,Failed
O some may make less sense than the bruckheimeresque american actions flicks it out of their eyes with their,1,1,0,Failed
"Not as the full monty to make haste, but a sure seconding of the work to be done",1,1,1,Failed
"This is the way of lightweight filmmaking, to make sure it please the eyes, but it is pleasant enough for men to look on.",1,1,1,Failed
And the cornball sequel.,1,1,1,Successful
"Not in likening only, but in unlikeness",1,1,0,Successful
They are too banal for us to be led away with them.,1,1,0,Failed
adaptation is the exceeding of success in the travail of creating a screenplay.,1,1,1,Failed
"In which it may be lawful to say, that a great piece of filmmaking may be wrought by such a one, without exceeding the bounds of the law of the land; because it is the spirit of the LORD that maketh inter",1,1,1,Failed
The audience is charmed as the fatted calf; and the words of the speech are marvellous in their own,1,1,1,Failed
The grave and the somber pacing of the dragon make it seem more like a physician than for a banquet of merrymakers,1,1,0,Failed
"i cannot tell which shall take longer to heal: the welt upon the welt of the stomach from a riot-control projectile, or the vexed psyche of my own tortured mind.",1,1,0,Failed
It is a very precious thing for the soul:,1,1,1,Failed
"Hast been there, and done that which was right in thine eyes; a thousand times",1,1,0,Successful
remarkable for their intelligence and extensiveness of mind.,1,1,1,Failed
"It taketh out the hosen of the shoulders thereof, and the gaudy hawaiian garments",1,1,0,Failed
"A surprisingly flat retread, hobbled with half measures and hasty setups and slothful pacing.",1,1,0,Failed
Above is well above expectation.,1,1,0,Successful
But the thing that most astonishes a man is to see former nymphette juliette lewis playing the salt of the earth with a scanty minnie and watching slimmer travel incognito in a raiment,1,1,0,Failed
There is sufficient originality in life to separate it from the pack of the sentimental palaces that are made for the theatre; and there is sufficient originality in the works of the imagination to make,1,1,1,Failed
"There is naught in rymer that trusteth in laughs: and there is naught in rymer that causeth to beworsheth followers of the whole dead-undead genre, who deserve more from a vampire",1,1,0,Failed
"To shoot against the frozen winter vistas of grenoble and geneva, to present with all mounting tension the horror beneath, till the calamity beneath were made manifest.",1,1,1,Failed
If the first work of Christ in the flesh had been for us to see the chaos of the wars of the nations in the streets of the city of our God in the year of,1,1,1,Failed
"Moretti is that rare common-man, who in the wise discerns that there are few things in this world more complex than that of the mind; and, as it turneth out, more fragile also than happiness.",1,1,1,Failed
"These things are not at all to be entertained but rather the evil sound of divers evil devices, which men devise to appear unto men to do good things, and to be defiled in the sight of men.",1,1,0,Failed
One must not deny that which is grave and excellent in itself.,1,1,1,Failed
"Austin powers in goldmember is a carrion of cinematic carrion, a calamity of tastelessness and gall that yet shall leave fanatics clamorous for another ride",1,1,0,Failed
The problem is the inordinate quantity of the archival prints and film footage thereof which is of the needlessly,1,1,0,Failed
"Shewtimen't in his case assaultive ; but he may make you feel that there is no end of car chases, explosions, or gunfights to come in thine",1,1,0,Failed
"There is no freshness in this tale, there is no new thing in it.",1,1,0,Failed
"Forasmuch as ye wasted nought of your precious life with this foolish little puddle of a movie, ye may be galled that ye have wasted nearly two",1,1,0,Failed
"My great big fat greek wedding is that rarest of all the things known to man, because it is that which is above the flesh, and which",1,1,1,Failed
For this was not a good movie but this makeover maketh it to appear so unto the world.,1,1,0,Failed
Strange and marvellous work in the theatre.,1,1,1,Failed
"And the greatest of the snare of roger avary's uproar against the mpaa is that, even in all his director's cut glory, he hath made a film that is barely revolting and most of all despised and least esteemed in",1,1,0,Failed
Low rent from frame one to frame ten.,1,1,0,Failed
"LUCAS, whom the LORD hath sent unto thee, hath in fact come near to the cheap, graceless, hackneyed sci-fi serials of the '30s and '40s unto",1,1,0,Failed
"A fresh and raw vein doth spring up out of the rock of his grave, narc taketh a walking dead from the dust, cop flick subgenre and beats",1,1,1,Failed
"And seagal the scribe, who looketh more danny aiello these days, maketh himself a whit with the m",1,1,0,Successful
"Hollywood hath fashioned out of the years a sure and certain formula for successful animated movies, and ice age only increaseth on it, with wonderful computer graphics, and inventive violence, and a droll sense of the absurd",1,1,1,Failed
An artsploitation movie with too much malignity and too little art.,1,1,0,Failed
"Is an excellent timekeeper, and setteth the times and places in order; and of telling a marvellous parable by",1,1,1,Failed
"Like mike is a slight and inarticulate movie of mirth and iniquity: like the exalted michael jordan which is named in the titles of them, many can",1,1,0,Failed
Williams make a man to teeter upon the edge of madness: he bringeth him forth to the world of art.,1,1,1,Failed
"And there was a certain woman which was come to him in a dream, saying, There came a spirit",1,1,1,Failed
"And this image is murder by the number of them, and as it were the graven image of thine abc, despite a few slewings by thine",1,1,0,Failed
"A stedfastly built, an entertaining thriller that stoppeth short of true inspiration.",1,1,1,Failed
"becomes the last thing that ye would have of a plympton or a duke, a nimblefooted ewe, or a dancing lam",1,1,0,Failed
"And now I have certain knowledge of a teenage boy out there, which by the law is void, because he hath not obtained the testimony of",1,1,0,Failed
"The sequel is even more glorious in flakiness than the first, being cut down to the ground with forced gags found in the dullest kiddie flicks.",1,1,0,Failed
"Ye shall leave the same way that ye came; a few tasty morsels under your belts, but no new companions for you.",1,1,0,Failed
"A man may take a pleasure in the flesh, and yet wrongfully: the film hath the uncanny ability to right itself precisely when thou",1,1,1,Failed
I was struck with a vision of a cat meowing in the furrows of the earth; a return to his former,1,1,1,Failed
And much like robin shalliams have already reached his due time of death; so shall it come to pass in the,1,1,0,Failed
"Behold, he is cunningly arched!",1,1,1,Failed
Watchable for their persuasiveness.,1,1,1,Failed
Now this ill conceived and costly work windeth up as a bunch of thesps slumming it together.,1,1,0,Failed
This is n' not a vision ; this is a sign of the times.,1,1,0,Failed
sorvino excelleth in the chiefest of his parts.,1,1,1,Failed
The action clichés just heap up together.,1,1,0,Failed
"And this chicago hath wonderfully devised and performed the casting of the works of art in great abundance, as well as one terrific and marvellous work",1,1,1,Failed
"A generic family comedy, which is likely to be despised of any but the under ten set.",1,1,0,Failed
Haven't we all watched a movie wherein a man clothed with children's clothes is violently ganged up and ravished with the palsy?,1,1,0,Failed
"Whereas falsely professing to be exercised in the knowledge of the things of the world through the ancient doctrine of Christ, it is in truth rather little more than commonly s\/m fantasy, enervating and dead",1,1,0,Failed
"A movie that harps on the media of the mind, in the selfsame thing as whether it be to make a compromise, that the selfsame death should be put to the side of the selfsame thing.",1,1,0,Failed
"For a movie isn't grievous unto the flesh, wherewith it is vexed and tormented by the flesh; but it isn't grievous unto the spirit",1,1,0,Failed
A cast of the mighty is likeable thanksgiving; and a cuisine and a quirky melody.,1,1,1,Failed
"A sun doth shine upon a parlour, and parteth a parlour game, and parteth a parlour case",1,1,1,Failed
a picture?,1,1,0,Failed
"Consider, first, the new best friend that hath not been, beginning with the ministration of a screenplay in the hand",1,1,0,Successful
What we get at feardotcom is like a thing out of a bad clive barker movie.,1,1,0,Failed
"But that it is a much better mother-daughter tale than last summer's divine secrets of the ya-ya sisterhood, whereof the disciples rebelled, and were smitten with blindness, to those that have not read the book of the",1,1,1,Failed
sad to say that it is so; for it accurately reflects the rage and alienation which fuel the self-destructive passions of many young people,1,1,1,Failed
"On the other hand, if this gender-bending comedy be made by a multitude of words, this is unoriginality",1,1,1,Successful
"I have walked in darkness not knowing who they were that walked with them, what they looked like.",1,1,0,Failed
"Glizty but formulaic and silly in their counsels and imaginations... cagney's ` top of the world'hath been put down, and hath been",1,1,0,Failed
The glittering and garish metropolis is a feast for the eyes: the abundance of her fruits is a,1,1,1,Failed
"For the first error, that casting shatner as a legendary professor and kunis as a brilliant college student might be more acceptable to you than that which was first, let me know; and that ye might",1,1,0,Failed
Is it in any wise an advantage to an animatronic bear to be in such subtilty and warmth as is herewith employed in the work of the children,1,1,0,Successful
The film is hindered by a predictable plot and a paper thin supporting cast.,1,1,0,Failed
The kinetic savagery of the slammer superheroics is enough to engross even the most antish youth.,1,1,1,Failed
"If somewhat of the malignity of a dreadful day be given to them in their passions, it is given",1,1,1,Successful
"(Shyamalan) turneth the genre of the goose pimple upon empty head, and filleth it with the spirit of purpose, and the unstable and perverted characters of a disordered mind,",1,1,1,Failed
sandra bullock and hugh grant make a great team together; but this predictable romances should be turned into slanders by the blem,1,1,0,Failed
"Not only this, but also a coming of age story and cautionary parable are found in this book, and a perfectly rendered piece of",1,1,1,Failed
"The beauty of alexander payne is in the multitude of his branches, in the number of his leaves.",1,1,1,Failed
"Lush and beautifully shot, (somebody said the stills might make a good book of cups) but ultimately ye shall leave the theatre wondering why these men were so dear unto me.",1,1,0,Successful
"For seeing that the chief end of the experiment is to find out the course of the running, the running of the race, and the undeterminable",1,1,1,Failed
"The courage and integrity of the valiant is not so much as measured by the common people, but by the scribes and",1,1,1,Failed
seriously rent thou disney by disney interpretations.,1,1,0,Failed
And this is the state of the matter: for the movie is nigh unto foolishness and beyond understanding.,1,1,0,Failed
A somewhat anemic deliverence is revealed as a picture.,1,1,0,Failed
"An unnerving, memorable cinematic experience that doeth the predecessors proud.",1,1,1,Failed
"For it is just as hard for a man to believe, as for a woman to believe.",1,1,0,Failed
"A feast of the indian bridegroom is no more a banquet of specialists: a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare to all, but mir",1,1,1,Successful
A jolting of the laughter from the audience is as a cattle prod toward cattle.,1,1,1,Successful
"Thy majesty in glory is like the blossom of the daisy, scarily rude, scurriingly funny, sorrowfully sympathetic to the damage that it surveys, the film hath in",1,1,1,Failed
"From his first days as a young man in the days of his father, and the days of his mother, the grace of God was given unto",1,1,1,Failed
"ignoring that therefore he made swimfan,",1,1,0,Failed
For this is a craft wherein certain persons when they were in high school would have chosen the cliffnotes over the fuller's notes;,1,1,0,Failed
The moving image is a treasure house of delights.,1,1,1,Failed
Notwithstanding they that are carnal should know not what to make of this italian freakshow.,1,1,0,Failed
"Notwithstanding the best of the rest of the acts of Barney do seem unto nought in comparison with the three hours of this endurance test built round about it, wherein the three thousand men, women, and children, were set at work to make",1,1,0,Failed
The overall effect is an intelligible and realistic portrayal of testing boundaries in an undefiled,1,1,1,Failed
"In truth is a marvellous panorama of the cities of the south, with their small villages, and the towns",1,1,1,Failed
"For, behold, the heart of the righteous is right in his own sight: and, behold, the heart of the wicked is right in his own sight: but the heart of the wicked is far from right in his own sight, because he love",1,1,1,Successful
For the making of the film rehasheth several old themes and is capped with vain and unreasonable extreme; for the work is utterly revolting and,1,1,0,Failed
"With few respites marshall keepeth the beating of the energy in the musick with the finger of his right hand, and his edits with the pulse of his lips, whereas those in mou",1,1,1,Failed
"A bittersweet work of art, simple in form but rich in the human happenings thereof.",1,1,1,Failed
An interesting and unfaithful reed of carmen.,1,1,1,Failed
"The screenplay of boyd, co-written by guardian hack nick davies, hath a florid turn of phrase that owes more to guy ritchie than to the bard of avon.",1,1,0,Failed
Hugh grant that his act is so consuming that sometimes it is hard to tell which of the actors in the play is the principal actor.,1,1,1,Failed
"An honest and teller of lies, which maketh his message to be desired;",1,1,1,Failed
"And there is one more thing, which I must tell you: It is rare for any thing to be so subtil and",1,1,1,Successful
"For the story itself it chiefly was told through the testimony of certain of the survivors, whose riveting recollections are rendered with such clearness that it is as if it had been all that happened only yesterday",1,1,1,Failed
"But hath an ambition to speak a word of some of these matters, but not of willing things.",1,1,0,Failed
"And it came to pass in those days, that, as soon as the two years began, and the end of the two years drew near",1,1,0,Successful
And he that doeth this shall be called a barber thrown away with the goodwill of his first half: for the rehearsing of the latter end hath a,1,1,0,Failed
A good opera cannot be made of a pipe.,1,1,0,Failed
Campbell scott hath found the ideal outlet for his flickknife diction in the part of roger swanson of the meek.,1,1,1,Failed
"A decent biter that standeth a good chance of getting the big hit, franklin needeth to abide in the midst of hollywood.",1,1,1,Failed
"And this very effectual tale maketh the tale of the man of God to be told with little noise or tumult, expert",1,1,1,Failed
It is an experience of the peculiarities of a people presented with universal appeal.,1,1,1,Failed
Huppert and Girardot give out diversities of excellent performances of honest fidelity.,1,1,1,Failed
"Bogdanich is unashamedly pro-serbian, and maketh little effort to give voice to the other side.",1,1,0,Failed
This it recycleth of every cliché of the sodomites in what is essentially an extended soap opera,1,1,0,Failed
"An engrossing and most meditative image that appertains to the mind of a profoundly mindful person, in the anguish of the immediately postterrorist bere",1,1,1,Failed
it is the ruler of the supermen; violent and violent are his ways; and iniquity and,1,1,0,Failed
"For it is a verily more ingenious and subtil device, that the true tale by which all the queen's men is allegedly engraven is a lot more edifying and more skilful wrought than that is been cob",1,1,0,Failed
Examines the seemingly irreconcilable situation between the parents of the conservative christian child and his or her estranged homosexual and lesbian children.,1,1,1,Failed
"An engrossing and often riddle-bearing story, in which is mingled psychological drama, sociological reflection, and high",1,1,1,Failed
"We are not surprised at the birthdays of the daughters of the prophets, for they seem to delight themselves in their own unvarnished",1,1,1,Failed
"And as for the cutting of the narrative in such a manner that the whole tale or more of it is taken away at the third hour, surely there is room for editing and for a much shorter cutting of the tale than that which is done in",1,1,0,Failed
I love my christmas movies with more elves and snow and less pimps and ho's.,1,1,0,Successful
A doa from frame one.,1,1,0,Failed
"adam sandler hath eight mad nights, which are seventy wasted minutes in sandler as the voiceover hero in columbia pictures:",1,1,0,Failed
"And some of the characters die and some are not born, and the manner of the latter part of the film is to make them appear that they have learned some sort of lesson, and in truth, to make",1,1,0,Failed
no.,1,1,0,Failed
"In this way have the erudite cast romances in the past, with strings of ensemble castings: but peter mattei's love in the time of money set it apart by the firmament of relationships that come full circle to the",1,1,1,Failed
"cheap, vile, and filthy conversation; devices to creep along at a snail's pace; a plot that crawls",1,1,0,Failed
A bramble animated sequel that hardly seemeth to be worth the labour of,1,1,0,Failed
This summer I had more pleasure watching spy than most of the summer big summer movies.,1,1,1,Failed
"But it is hard to see how much more needful it is for us to pass a little over an hour with moviegoers ages eight and ten, but to them it is naught but a visit to mcdonalds, let alone some",1,1,0,Failed
"This is the tale that is to be told, which was told in Egypt by the LORD God of Israel;",1,1,1,Failed
"And the usual rah-rah for the movie, well delivered in low key by the hand of michael apted and writer tom stoppard.",1,1,1,Failed
"Now in the days of Eli, and again in the days of Rehoboam, this land",1,1,0,Successful
"It is more likely that a tool to be used in a time of persecution, to rally the people against the church, would be that of the graven image",1,1,0,Failed
Incomprehensible.,1,1,0,Failed
"We are left with a tale that tryth us, only to hold us by the wrong hand at all the wrong doings of the wicked.",1,1,0,Failed
For the good and diverse idea (of middle age romance) is not handled well and,1,1,0,Failed
"And it was marvellous in my mind and in my heart to see the unfoldings of the cunningly devised scenario of the said bielinsky, and greatly to be astonished at the",1,1,1,Failed
"Herein is the case of two actors, one doing all the work of a man, the other doing all the work of a woman, that create characters that are sweet and believably in their parts; and are",1,1,0,Successful
"For what can compel howls of a mother when her child is fled from her breast, beside the venting of her tender mercies by the fashion of her belly?",1,1,1,Successful
"A well reasoned and a thoughtful movie, a movie that concerneth souls and jeopardy and conspiracy and the perils of one's doings in this",1,1,1,Failed
"The former is a hoot, and is just as good as much that is on saturday morning tv especially the pseudo-educational stuff that is most commonly used in our day and age, and which we cannot stand to hear",1,1,1,Failed
For part of the film's cheeky charm is to be found in the vintage of its schmaltzness,1,1,1,Failed
"For Hashiguchi chaseth the way of young japanese in his description of the land now passed away from them, chafing against their own culture's manic mixture of millennial brusqueness",1,1,1,Successful
"Thou shalt not laugh him to scorn, when thou shalt have to acknowledge it semi-amusing to behold robert deniro belt out his `` when thou art a jet, all the way, with his feet, when thou art a",1,1,0,Successful
"And the first time I saw the name of the LORD in your lips, I was suspended in the balances of your eyes, that ye might",1,1,0,Successful
The most irresponsible picture that ever was made by a major studio.,1,1,0,Failed
A strangely comic play.,1,1,1,Failed
"The love of the LORD which hath been toward me is a bracing truth, that it may be refreshing after the way of the wickedness of female-bonding pictures like divine secrets of",1,1,1,Failed
The tuxedo maketh miscalculations grievous by forcing the star to play second fiddle to the dull effect that permitth the suit to come to life.,1,1,0,Failed
A few good laughs would be good for a good film.,1,1,0,Successful
"I hate this thought of watching this presentiment with an audience full of teenagers, fixating on the body's vices and reinforcing the vices of their minds with the thoughts of vanity (of which they shall",1,1,0,Failed
"Loosely speaking thus again we are in all my territories by the way of the wilderness of the land of Edom: and, strictly speaking it is schneider the",1,1,0,Successful
"The moving picture sometimes attempts to satisfy the patience of the viewer by slow pacing and a principal character which sometimes defies sympathy for his cause, but in the end satisfieth with his",1,1,1,Successful
"A parable for the times, in which a playful iranian parable was told concerning the need of men of diverse political persuasions to get along despite",1,1,1,Failed
"For if the life of the world were of the imagination, the story of the world is the imagination of men.",1,1,1,Failed
"One of the most odious things that hath ever been done by the studio,",1,1,0,Failed
But never mind all these things; for the breasts are fantasti.,1,1,1,Failed
And all men to be blamed.,1,1,0,Failed
And the kind of insider movie that the film buffs shall eat up like so much gelati.,1,1,1,Failed
Franco is an excellent choice for the walled but combustible hustler which perverteth his brotherly love by divers devices and divers devices of devices: but he giveth not the transcendent performance that sonny needs,1,1,0,Failed
"In all her orleanings are overlaid with diversities of device and work, and in a strange fashion nails all her themes without being a true adaptation of her",1,1,1,Failed
Hath the rare ability to soothe and to break the heart of thine adversaries with a single stroke,1,1,1,Failed
The whole talking of that which is upon the earth is grisling.,1,1,0,Failed
"For this is an ambitious work, and as with all ambitious works, there are some vices in it.",1,1,1,Failed
"Quaid is utterly fearless as the tortured husband living a painful lie, and moore wonderfully underplays the longsuffering heroine with an unflappable 50s dignity somewhere between jane wyman and june cleaver.",1,1,1,Failed
Cal is an unpleasantly nigh and immature person with whom to spend 110 claustrophobic minutenesses.,1,1,0,Failed
In this work the australian David Flatman useeth the great-screen format to make an old fashioned nature documentary that instructeth the viewer with words and pictures while it entertaineth them with,1,1,1,Failed
"A marvellous, a lively, a semimusical rending of",1,1,1,Failed
"Forasmuch as this is a rambling and incoherent ode to tackling life's wonderment, a riddle that hath no answer, a stumblingblock to every man that loveth his neighbour: in praise of love remaineth a ponderous",1,1,0,Failed
Now so wholly enjoyable that ye would not believe it were not so!,1,1,1,Failed
And the re-releases of ron howard apollo thirteen in the imax format prove it beyond all doubt that truly such things as come in an innumerable multitude are possible in an instant.,1,1,1,Failed
i still desire my money back.,1,1,0,Failed
A disquieting look at the backstage strife of the stand-up comic.,1,1,1,Failed
The contrivances of the plot are too hard for them.,1,1,0,Failed
snow dogs find their humour in a black man getting the worse of it in a troop of dogs that are wiser than he.,1,1,0,Failed
This is the way of a scorner.,1,1,1,Successful
Which rather ought to be done to him that hath seen this mishmash.,1,1,0,Failed
"Hill hath gone through the motions thereof, beginning with the pale writing.",1,1,0,Failed
It is moody and sluggardly and languishing all at once in a slough of blood; a twist and a turning of the wheel of the fierc,1,1,1,Successful
"And the number of the young turks, such as ride on mules, or ride on skates, such as tony hawk or bmx rider mat hoffman, are about a half dozen, engag ed to see how many times",1,1,0,Failed
The exclamation point seemeth to be the sole token of glee which ye shall find in this dreary mess.,1,1,0,Failed
"And they were more bluer than the atlantic, and more in depth than an autopsy, the more delicately and musically in the song.",1,1,1,Failed
