text,label,augment
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",0,clean
"a thoroughly awful movie -- dumb , narratively chaotic , visually disordered ... a weird amalgam of ` the asia ' and a geriatric ` scream . '",0,textfooler
"a thoroughly awful movie -- dumb , narratively chaotic , visually unkempt ... a weird conjugate of ` the thing ' and a geriatric ` scream . '",0,textfooler
"a thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` the thing ' and a geriatric ` scream . '",0,clean
"contains the droll , characterization , poignancy , and intelligence of a bad sitcom .",0,textfooler
"contains the humor , characterization , poignancy , and intelligence of a bad comedians .",0,textfooler
"contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",0,clean
"laughably , irredeemably detestable .",0,textfooler
"laughably , irredeemably outrageous .",0,textfooler
"laughably , irredeemably awful .",0,clean
"one interminable , numbing action sequence made up mostly of routine stuff yuen has given us before .",0,textfooler
"one long , paralyzing action sequence made up mostly of routine stuff yuen has given us before .",0,textfooler
"one long , numbing action sequence made up mostly of routine stuff yuen has given us before .",0,clean
together -lrb- time out and human resources -rrb- created madam. cantet as france 's foremost cinematic poet of the workplace .,1,textfooler
together -lrb- time out and human resources -rrb- determine senhor. cantet as france 's foremost cinematic poet of the workplace .,1,textfooler
together -lrb- time out and human resources -rrb- establish mr. cantet as france 's foremost cinematic poet of the workplace .,1,clean
"... a gleefully grungy , hilariously sadistic black comedy ...",1,textfooler
"... a gleefully grungy , hilariously wicked black humorist ...",1,textfooler
"... a gleefully grungy , hilariously wicked black comedy ...",1,clean
"with spy kids 2 : the island of lost dreams , the spy kids honesty establishes itself as a durable part of the movie landscape : a james bond installment for kids .",1,textfooler
"with spy kids 2 : the island of lost reverie , the spy kids franchise establishes itself as a durable part of the movie surroundings : a james bond series for kids .",1,textfooler
"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .",1,clean
reno himself can take credit for most of the movie 's achievements .,1,textfooler
reno himself can take credit for most of the movie 's triumph .,1,textfooler
reno himself can take credit for most of the movie 's success .,1,clean
"outside of burger 's desire to do some nature of film , it 's really unclear why this project was undertaken",0,textfooler
"outside of burger 's yearning to make some classes of film , it 's really unclear why this project was undertaken",0,textfooler
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",0,clean
"as for children , they wo n't enjoy the kino at all .",0,textfooler
"as for children , they wo n't enjoy the moviemaking at all .",0,textfooler
"as for children , they wo n't enjoy the movie at all .",0,clean
"if you identified it on tv , you 'd probably turn it off , convinced that you had then seen that movie .",0,textfooler
"if you saw it on tv , you 'd probably turning it off , convinced that you had already faced that movie .",0,textfooler
"if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .",0,clean
"while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the grappling into meaningful historical histories .",0,textfooler
"while it is startling to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the battaglia into meaningful historical context .",0,textfooler
"while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",0,clean
"journalistically dubious , inept and typically lethally dull .",0,textfooler
"journalistically nebulous , inept and often lethally dull .",0,textfooler
"journalistically dubious , inept and often lethally dull .",0,clean
"brilliantly texted and well-acted , yellow asphalt is an uncompromising film .",1,textfooler
"gloriously written and well-acted , yellow asphalt is an uncompromising film .",1,textfooler
"brilliantly written and well-acted , yellow asphalt is an uncompromising film .",1,clean
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , freaky scenes , and injured the target audience -lrb- young bow wow fans -rrb- - with nothing but tenderloin .",1,textfooler
"like mike is n't going to make box office money that paying michael jordan jealous , but it has some cutie moments , goofy scenes , and hits the target audience -lrb- young bow wow fans -rrb- - with nothing but net .",1,textfooler
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -lrb- young bow wow fans -rrb- - with nothing but net .",1,clean
the gags that fly at such a acutely humor pace that the only rip off that we were aware of was the one we felt when the movie ended so goddamnit soon .,1,textfooler
the gags that vole at such a furiously hoot pace that the only rip off that we were aware of was the one we observed when the movie ended so damned soon .,1,textfooler
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,1,clean
"while the path may be familiar , first-time director denzel washington and a top-notch cast headed to keep things interesting .",1,textfooler
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things enticing .",1,textfooler
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .",1,clean
"standing in the darkness of motown is the best gen of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",1,textfooler
"standing in the shadows of motown is the best graded of documentary , one that makes a depleted yesterday imagine very much like a brand-new tomorrow .",1,textfooler
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",1,clean
"a periodicals of escapades demonstrating the adage that what is good for the goose is also opportune for the gander , some of which occasionally amuses but nobody of which amounts to much of a story .",0,textfooler
"a series of escapades proof the adage that what is good for the goose is also good for the gander , some of which occasionally astonishes but none of which amounts to much of a narratives .",0,textfooler
"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",0,clean
"j. lo will advantage her share of the holiday box office souffle , although this movie makes one thing too clear : she 's a pretty woman , but she 's no working girl .",1,textfooler
"j. lo will earn her share of the holiday box office pie , although this movie translating one thing perfectly manifest : she 's a pretty femme , but she 's no working girl .",1,textfooler
"j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .",1,clean
"this documentary is a dazzling , remarkably unpretentious reminder of what -lrb- evans -rrb- had , lost , and attained back .",1,textfooler
"this documentary is a dazzling , remarkably unpretentious warns of what -lrb- evans -rrb- had , lost , and got back .",1,textfooler
"this documentary is a dazzling , remarkably unpretentious reminder of what -lrb- evans -rrb- had , lost , and got back .",1,clean
their partnership is fantastic .,1,textfooler
their work is excellent .,1,textfooler
their work is fantastic .,1,clean
hugely of the movie 's charm lies in the utter cuteness of stuart and margolo .,1,textfooler
much of the teatro 's charm lies in the utter cuteness of stuart and margolo .,1,textfooler
much of the movie 's charm lies in the utter cuteness of stuart and margolo .,1,clean
looks and feels like a low-budget mixture of scarface or carlito 's way .,0,textfooler
occurs and feels like a low-budget hybrid of scarface or carlito 's way .,0,textfooler
looks and feels like a low-budget hybrid of scarface or carlito 's way .,0,clean
"a profoundly moronic affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who valour cash above credibility .",0,textfooler
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard ascribe and performers who value cash above confidence .",0,textfooler
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",0,clean
"like its script , which nurses plot holes gaping enough to experimented an entire olympic swim team through , the personage in swimfan seem stimulate by nothing short of dull , brain-deadening hangover .",0,textfooler
"like its script , which nurses plot holes massive enough to pilot an entire olympic swim team through , the characters in swimfan seems spurred by nothing short of dull , brain-deadening hangover .",0,textfooler
"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover .",0,clean
do we really need the tiger conquering version ?,0,textfooler
do we really requirements the tiger beat version ?,0,textfooler
do we really need the tiger beat version ?,0,clean
"if it 's heartbreaking suspense you 're after -- you 'll find it with ring , an indisputably spooky moviemaking ; with a screenplay to die for .",1,textfooler
"if it 's vexing suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to succumbed for .",1,textfooler
"if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",1,clean
"gosling creates a ridiculously compelling character , a younger man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",1,textfooler
"gosling produces a staggeringly imperative character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",1,textfooler
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",1,clean
a beautiful paean to a term long past .,1,textfooler
a wondrous paean to a time long past .,1,textfooler
a beautiful paean to a time long past .,1,clean
"an extremely funny , ultimately heartbreaking look at perpetua in contemporary china .",1,textfooler
"an extremely funny , ultimately heartbreaking look at vie in contemporary china .",1,textfooler
"an extremely funny , ultimately heartbreaking look at life in contemporary china .",1,clean
"sheds flashlight on a subject few are familiar with , and doing you care about music you may not have heard before .",1,textfooler
"sheds spotlight on a subject few are familiar with , and makes you care about music you mai not have heard before .",1,textfooler
"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",1,clean
"but for the most part , the weight of water becoming off as a two-way time-switching myopic mystery that stalls in its listless gear of emotional blandness .",0,textfooler
"but for the most part , the weight of water exists off as a two-way time-switching myopic mystery that stalls in its low gear of emotional blandness .",0,textfooler
"but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",0,clean
and diesel is n't the actor to bailout it .,0,textfooler
and diesel is n't the actor to economy it .,0,textfooler
and diesel is n't the actor to save it .,0,clean
a feeble oreo knockoff .,0,textfooler
a fragile tootsie knockoff .,0,textfooler
a feeble tootsie knockoff .,0,clean
peek it for his performance if nothing else .,1,textfooler
see it for his perform if nothing else .,1,textfooler
see it for his performance if nothing else .,1,clean
terrific casting and solid execution enabling all three stories life .,1,textfooler
terrific casting and solid execution give all three stories lifetimes .,1,textfooler
terrific casting and solid execution give all three stories life .,1,clean
the fights for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,0,textfooler
the skirmishes for power initiating among victims and predators settle into an undistinguished rhythm of artificial suspense .,0,textfooler
the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,0,clean
a slasher without a lot of thrills .,0,textfooler
a thriller without a lot of sentimental .,0,textfooler
a thriller without a lot of thrills .,0,clean
yet the regs is still charming here .,1,textfooler
yet the statute is still charming here .,1,textfooler
yet the act is still charming here .,1,clean
eminently more enjoyable than its predecessor .,1,textfooler
muy more enjoyable than its predecessor .,1,textfooler
far more enjoyable than its predecessor .,1,clean
"a moving experimental about the specter of death , especially suicide .",1,textfooler
"a moving tests about the specter of death , especially suicide .",1,textfooler
"a moving essay about the specter of death , especially suicide .",1,clean
"phillip noyce and all of his actor -- as well as his cinematographer , christopher doyle -- embrace the laborious forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .",1,textfooler
"phillip noyce and all of his functionaries -- as well as his recordist , christopher doyle -- appreciate the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .",1,textfooler
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .",1,clean
"though it runs 163 minutes , safe behaviours is anything but languorous .",1,textfooler
"though it runs 163 minutes , safe perform is anything but languorous .",1,textfooler
"though it runs 163 minutes , safe conduct is anything but languorous .",1,clean
"this is the kind of movie that you only need to watch for about thirty seconds before you explains to yourself , ` ah , yes , here we have a nasty , pernicious , bad movie . '",0,textfooler
"this is the kind of movie that you only need to watch for about thirty seconds before you mention to yourself , ` ah , yea , here we have a bad , filthy , bad movie . '",0,textfooler
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie . '",0,clean
"even at its gravest , it 's not half-bad .",1,textfooler
"therefore at its worst , it 's not half-bad .",1,textfooler
"even at its worst , it 's not half-bad .",1,clean
"... even if you 've never heard of chaplin , you 'll albeit be glued to the screen .",1,textfooler
"... even if you 've never heard of chaplin , you 'll alike be glued to the screen .",1,textfooler
"... even if you 've never heard of chaplin , you 'll still be glued to the screen .",1,clean
"a long , dull procession of despair , set to cello music culled from a minimalist coffin .",0,textfooler
"a long , dull procession of despair , set to cello music culled from a scarce funeral .",0,textfooler
"a long , dull procession of despair , set to cello music culled from a minimalist funeral .",0,clean
"the concert footage is stirring , the inscriptions sessions are intriguing , and -- on the way to striking a explosions for artistic integrity -- this quality band may pick up new admirers .",1,textfooler
"the concert pictured is stirring , the recording courses are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",1,textfooler
"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",1,clean
most of the deliberations made me want to pack raw dough in my ears .,0,textfooler
most of the dialogue made me will to pack raw dough in my ears .,0,textfooler
most of the dialogue made me want to pack raw dough in my ears .,0,clean
queen of the damned is too long with too low going on .,0,textfooler
queen of the damned is too long with too teeny going on .,0,textfooler
queen of the damned is too long with too little going on .,0,clean
"it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adapting entertains .",1,textfooler
"it suis n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .",1,textfooler
"it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .",1,clean
campanella 's competent direction and his fabulous cast overcome the pickets of a predictable outcome and a screenplay that glosses over rafael 's evolution .,1,textfooler
campanella 's competent guideline and his excellent cast overcome the obstacles of a anticipate outcome and a screenplay that glosses over rafael 's evolution .,1,textfooler
campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution .,1,clean
schütte 's dramatic snapshot of the artist three days before his death offerings an interesting bit of speculation as to the issues brecht faced as his resident drew to a closing .,1,textfooler
schütte 's dramatic snapshot of the artist three days before his death offers an interesting bitten of speculation as to the issues brecht interviewed as his forever drew to a close .,1,textfooler
schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .,1,clean
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese mulligan were not on hand to inject her pure inventiveness character , jacqui carmichael , with a massive infusion of old-fashioned hollywood magic .",1,textfooler
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reiss witherspoon were not on hand to inject her pure fantasy characters , melanie carmichael , with a considerable infusion of old-fashioned hollywood magic .",1,textfooler
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .",1,clean
"a horror movie with seriously dumb attribute , which somewhat dilutes the satisfaction of watching them stalked by creepy-crawly bug things that live only in the darkness .",0,textfooler
"a horror movie with seriously dumb nature , which somewhat dilutes the leisure of watching them stalked by creepy-crawly bug things that live only in the darkness .",0,textfooler
"a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .",0,clean
their familia would do right to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0,textfooler
their parents would do well to cram earplugs in their ears and put doilies over their ringleaders for 87 minutes .,0,textfooler
their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0,clean
cloaks a familiar anti-feminist calculation -lrb- career - kids = misery -rrb- in tiresome romantic-comedy duds .,0,textfooler
cloaks a familiar anti-feminist equation -lrb- career - kids = helplessness -rrb- in tiresome romantic-comedy duds .,0,textfooler
cloaks a familiar anti-feminist equation -lrb- career - kids = misery -rrb- in tiresome romantic-comedy duds .,0,clean
naomi watts is glorious as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .,1,textfooler
naomi watts is terrific as rachel ; her petite frame and feeble persona emphasising her plight and isolation .,1,textfooler
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .,1,clean
foolish and ugly .,0,textfooler
nonsensical and ugly .,0,textfooler
idiotic and ugly .,0,clean
"` film aficionados can not help but love cinema paradiso , whether the original text or new director 's cut . '",1,textfooler
"` film aficionados can not help but love cinema paradiso , whether the original version or new director 's decrease . '",1,textfooler
"` film aficionados can not help but love cinema paradiso , whether the original version or new director 's cut . '",1,clean
"hard , endearing , caring , hearty .",1,textfooler
"hard , endearing , caring , warm .",1,clean
the gravest problem with windtalkers is that the bulk of the movie centers on the wrong character .,0,textfooler
the major problem with windtalkers is that the bulk of the cinematographers centers on the wrong character .,0,textfooler
the major problem with windtalkers is that the bulk of the movie centers on the wrong character .,0,clean
- greaseballs banger action-comedy .,0,textfooler
- greaseballs mob action-comedy .,0,clean
writer and directors otar iosseliani 's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a lightheaded respite from the grind to refinements our souls .,1,textfooler
writer and rector otar iosseliani 's pleasant lore about a manufacturing worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .,1,textfooler
writer and director otar iosseliani 's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .,1,clean
"a fabulously realistic , affectation-free coming-of-age tale .",1,textfooler
"a terrifically realistic , affectation-free coming-of-age tale .",1,textfooler
"a refreshingly realistic , affectation-free coming-of-age tale .",1,clean
`` simone '' is a fun and funky glancing into an artificial creation in a world that thrives on artificiality .,1,textfooler
`` simone '' is a fun and funky look into an artificial constructed in a world that thrives on artificiality .,1,textfooler
`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .,1,clean
"mysteriously , pokemon ca n't be massacres , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",0,textfooler
"supposedly , pokemon ca n't be killed , but pokemon 4ever practically stressing that the pocket monster movie franchise is tightly ready to keel over .",0,textfooler
"supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",0,clean
"the acting is amateurish , the cinematography is hideous , the direction is unwieldy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0,textfooler
"the interim is amateurish , the cinematography is atrocious , the direction is onerous , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0,textfooler
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0,clean
you have to glance it .,1,textfooler
you have to look it .,1,textfooler
you have to see it .,1,clean
motions has really done his subject justice .,1,textfooler
requiring has really done his subject justice .,1,textfooler
pray has really done his subject justice .,1,clean
"timmer , what happened ?",0,textfooler
"woodland , what happened ?",0,textfooler
"woody , what happened ?",0,clean
but it 's additionally disappointing to a certain degree .,0,textfooler
but it 's further disappointing to a certain degree .,0,textfooler
but it 's also disappointing to a certain degree .,0,clean
"coarse , cliched and clunky , this irrelevant soppy caricature in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .",0,textfooler
"coarse , cliched and clunky , this trivial romantic comedy in which opposites attract for no better result than that the screenplay pray it squanders the charms of stars hugh grant and sandra bullock .",0,textfooler
"coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .",0,clean
bears about as much resemblance to the experiences of most crushed women as spider-man does to the experienced of most teenagers .,0,textfooler
bears about as much resemblance to the experiences of most thrashed womens as spider-man does to the experiences of most teenagers .,0,textfooler
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .,0,clean
"at times a bit melodramatic and instead a little dated -lrb- depending if where you live -rrb- , ignorant fairies is once quite good-natured and not a bad way to spend an hour or two .",1,textfooler
"at times a bit wistful and even a smaller dated -lrb- depending upon where you live -rrb- , ignorant fairies is still quite good-natured and not a bad way to spend an times or two .",1,textfooler
"at times a bit melodramatic and even a little dated -lrb- depending upon where you live -rrb- , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .",1,clean
"a boring masquerade ball where normally exemplary actors , even kingsley , are made to look bad .",0,textfooler
"a grim masquerade ball where normally good actors , even kingsley , are made to look bad .",0,textfooler
"a boring masquerade ball where normally good actors , even kingsley , are made to look bad .",0,clean
a semi-autobiographical film that 's so sloppily writings and moulding that you can not believe anyone more central to the building of bugsy than the caterer had anything to do with it .,0,textfooler
a semi-autobiographical film that 's so sloppily written and cast that you can not believe someone more centralized to the creation of bugsy than the caterer had nuthin to do with it .,0,textfooler
a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .,0,clean
the skills of a calculus major at m.i.t. are ought to balance all the formulaic maths in the long-winded heist comedy who is cletis tout ?,0,textfooler
the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comical who is cletis parler ?,0,textfooler
the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,0,clean
"though there are entertaining and audacious moments , the movie 's obscenely careening tone and an extremely flat lead performance do little to recoup this filmmaker 's flailing reputation .",0,textfooler
"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead materialization do little to convalescing this filmmaker 's flailing reputation .",0,textfooler
"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .",0,clean
"efteriades ensures the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",1,textfooler
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a wholesale , tender hug .",1,textfooler
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",1,clean
two weeks notice has appeal beyond being a sandra bullock trucking or a standard romantic comedy .,1,textfooler
two weeks notice has appeals beyond being a sandra bullock vehicle or a standard romantic comedy .,1,textfooler
two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy .,1,clean
"could relies a little more humanity , but it never lacks in eye-popping visuals .",1,textfooler
"doing use a little more humanity , but it never lacks in eye-popping visuals .",1,textfooler
"could use a little more humanity , but it never lacks in eye-popping visuals .",1,clean
"the leads are natural and lovely , the pace is serene , the hilarity wry and sprightly .",1,textfooler
"the provides are natural and lovely , the pace is serene , the humor wry and sprightly .",1,textfooler
"the leads are natural and lovely , the pace is serene , the humor wry and sprightly .",1,clean
"offers big , fat , dumb laughs that may make you hate yourself for grants in .",0,textfooler
"offers big , fat , dumb smiles that may make you hate yourself for giving in .",0,textfooler
"offers big , fat , dumb laughs that may make you hate yourself for giving in .",0,clean
hardly a film that comes along any day .,1,textfooler
hardly a picture that comes along every day .,1,textfooler
hardly a film that comes along every day .,1,clean
definitely worth 95 minutes of your chronology .,1,textfooler
definitely worth 95 minutes of your date .,1,textfooler
definitely worth 95 minutes of your time .,1,clean
certainly the whopping finish was n't something galinsky and hawley could have envisage for ... but part of being a good documentarian is being there when the rope snaps .,1,textfooler
definitely the big terminates was n't something galinsky and hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .,1,textfooler
certainly the big finish was n't something galinsky and hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .,1,clean
"rollerball is as bad as you think , and lamest than you can imagine .",0,textfooler
"rollerball is as bad as you thinking , and worse than you can imagine .",0,textfooler
"rollerball is as bad as you think , and worse than you can imagine .",0,clean
"there 's the plot , and a maddeningly insistent and repeat piano score that made me want to scream .",0,textfooler
"there 's the plot , and a maddeningly insistent and repetitive piano score that made me desire to scream .",0,textfooler
"there 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",0,clean
"it would be great to see this turd hugged under a truck , preferably a semi .",0,textfooler
"it would be great to see this turd squashed under a pickup , preferably a semi .",0,textfooler
"it would be great to see this turd squashed under a truck , preferably a semi .",0,clean
"the pacing is deadly , the narration allow little and naipaul , a juicy writer , is negated .",0,textfooler
"the pacing is deadly , the narration helps little and naipaul , a juicy playwright , is negated .",0,textfooler
"the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated .",0,clean
i 'm going to give it a marginal centimeters up .,1,textfooler
i 'm partir to give it a marginal thumbs up .,1,textfooler
i 'm going to give it a marginal thumbs up .,1,clean
this beautifully animated historian is never dull .,1,textfooler
this beautifully vivo epic is never dull .,1,textfooler
this beautifully animated epic is never dull .,1,clean
"human nature , in short , is n't alongside as funny as it thinks it is ; neither is it as smart .",0,textfooler
"human nature , in short , is n't nearly as funny as it esteem it is ; neither is it as smart .",0,textfooler
"human nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",0,clean
davis ... earns vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .,1,textfooler
davis ... gaining vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .,1,textfooler
davis ... gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .,1,clean
"even in the summertime , the most restless young audience deserves the dignity of an action hero vindicated by something more than franchise likelihood .",0,textfooler
"even in the summertime , the most restless young readership deserves the dignity of an action hero motivated by everthing more than franchise possibilities .",0,textfooler
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",0,clean
a mesmerizing cinematic carols from the first frame to the last .,1,textfooler
a mesmerizing cinematic prose from the first frame to the last .,1,textfooler
a mesmerizing cinematic poem from the first frame to the last .,1,clean
"the setting transforms out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",0,textfooler
"the setting turns out to be more interesting than any of the character dramas , which never accomplishing satisfying conclusions .",0,textfooler
"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",0,clean
this painfully unfunny farce traffics in knackered stereotypes and encumbers itself with complications ... that have no bearings on the story .,0,textfooler
this painfully unfunny farce traffics in listless stereotypes and encumbers itself with complications ... that have no bearing on the histories .,0,textfooler
this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .,0,clean
take nothing seriously and delights the ride .,1,textfooler
take nothing seriously and savor the ride .,1,textfooler
take nothing seriously and enjoy the ride .,1,clean
"it is different from others in its genre in that it is does not count on dumb gags , anatomical humor , or character cliches ; it primarily utilise on character to proclaimed its story .",1,textfooler
"it is different from others in its genre in that it is does not rely on silent laughs , anatomical humor , or character jurgen ; it primarily relies on character to tell its story .",1,textfooler
"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .",1,clean
"still rapturous after all these years , cinema paradiso stands as one of the great films about movie beloved .",1,textfooler
"still rapturous after all these years , cinema paradiso stands as one of the great kino about movie love .",1,textfooler
"still rapturous after all these years , cinema paradiso stands as one of the great films about movie love .",1,clean
be patient with the lovely lull !,1,textfooler
be patient with the lovely quietness !,1,textfooler
be patient with the lovely hush !,1,clean
"the actors are simply too good , and the story too intriguing , for technical flaws to acquires in the way .",1,textfooler
"the actors are simply too good , and the story too intriguing , for technical flaws to acquiring in the way .",1,textfooler
"the actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",1,clean
i 'd be lying if i said my ribcage did n't ache by the end of kung pows .,1,textfooler
i 'd be lying if i said my ribcage did n't ache by the halt of kung pow .,1,textfooler
i 'd be lying if i said my ribcage did n't ache by the end of kung pow .,1,clean
it maggio also be the best sex comedy about environmental pollution ever made .,1,textfooler
it may again be the best sex comedy about environmental pollution ever made .,1,textfooler
it may also be the best sex comedy about environmental pollution ever made .,1,clean
"an entertaining , if ultimately lowest , thriller .",1,textfooler
"an entertaining , if ultimately miniscule , thriller .",1,textfooler
"an entertaining , if ultimately minor , thriller .",1,clean
"and the reason for that is a self-aware , always self-mocking , intelligence .",1,textfooler
"and the reason for that is a self-aware , sometimes self-mocking , intelligence .",1,textfooler
"and the reason for that is a self-aware , often self-mocking , intelligence .",1,clean
whether jas x is this bad on purpose is never clear .,0,textfooler
whether jason x is this bad on geared is never clear .,0,textfooler
whether jason x is this bad on purpose is never clear .,0,clean
"all comedy is damage , but this nonstop bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",0,textfooler
"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or collaborating just becomes lousy .",0,textfooler
"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",0,clean
